item_id,0,1,2,3,4,5,6,7
339609,0.8571549697432108,0.4553061595188307,0.6341090525673629,0.3378115521725181,0.3781798012444889,0.39081136626039736,0.4602621628702799,0.2977172058253794
415042,0.08558796496648924,0.16010366139795018,0.7247708563904351,0.2925862978336833,0.4331565350713592,0.5973696379784237,0.3973826878204888,0.1420604429227318
426880,0.4885171761257281,0.484764081887292,0.36483765263570295,0.030007891224393183,0.1167716246603252,0.9362873240500572,0.34162598535053224,0.26988749247527344
445934,0.8603112535207695,0.5996606060687738,0.3043524386639084,0.9542181922239732,0.471808681983268,0.583088328313015,0.0809478073548281,0.0026657568584624873
574783,0.01797670407706453,0.2272129426100692,0.6658875045198148,0.9135353581137896,0.14916063177007366,0.535839293348754,0.6277896333935304,0.7645885595111634
639992,0.7784765792394809,0.33064727281043504,0.20516278418557501,0.29878702920711475,0.00037618760153190767,0.05852653914740968,0.9147582100249512,0.9119270501885358
654671,0.4541531762842791,0.7306603930618242,0.06290660532987448,0.5273683393555408,0.8949220142957304,0.7919065371216241,0.1927059211506028,0.2374904698461469
838894,0.964339000051624,0.8544270336926597,0.2854619422201343,0.4200447427622223,0.7648047965077132,0.0280765916983442,0.5145068621513107,0.4646684614017626
851811,0.467293853436169,0.2384213090892221,0.7898453796958281,0.5953525547866109,0.5553072058688764,0.35783505465083565,0.6698207181258006,0.4106267521888611
899607,0.7181687669821991,0.15469061665053496,0.9849071739759048,0.6334982172565937,0.034397534514198136,0.018258317930777927,0.08794409258081147,0.5410002761399757
924189,0.8176643394471704,0.78669758300611,0.2106306270042424,0.13538438808130815,0.9124763070350964,0.3061940132803469,0.5375476377655856,0.2292109724951589
952610,0.4512478442898945,0.8443087991669167,0.4523451809903071,0.5755471681060513,0.6598110397533281,0.7358935094180062,0.2193198831823444,0.4069070564450061
993818,0.13636133323022134,0.768178809836366,0.5020543339198227,0.6479476808771379,-0.048066282182281685,0.959635653277652,0.9248532501913478,0.4047445184811986
203664,0.4186493527990955,0.8521053819705937,0.4432527364930149,0.5229021123014711,0.6904292886054819,0.7529743166366327,0.25033724635846544,0.2964480540342264
333869,0.8509526380490368,0.8555868327814441,-0.0238479177481226,0.2851583524985935,0.9716927825388434,0.6841666392472698,0.1658057801855723,0.16457758392635832
397070,0.5849290538563438,0.753678228491634,0.2936658563597432,0.9685263431061149,0.7168151633979144,0.4994684526010626,0.4123079777644222,0.1137810981663101
806876,0.3467265713754242,0.9053565365724018,0.5936987182712259,0.646848885510139,0.2500587194501045,0.17411624252584926,0.28420028981674744,0.49490068929494896
831017,0.3908788287699922,0.6094181958150353,0.5665087018595479,0.1772837658282558,0.5050554729396786,0.10337375690320788,0.4797913586710987,0.6474315118029726
939193,0.754281038157263,0.530050576199347,0.11411192607237755,0.20454024150635755,0.9386802906590852,0.5434144833164261,0.9785302897518154,0.9168891337630029
1023908,0.1741150569401678,0.32523143080349826,0.7633281726714443,0.27333866302317944,0.9225829495878386,0.0586141718152394,0.7251679604814405,0.7504313923410244
2680,0.014183797650106356,0.8262922199883879,0.3283954262883724,0.16910714523134884,0.5741204636068608,0.3920000089015848,0.0007759219431661135,0.2809393077945551
16505,0.4288363539022876,0.6064302978118439,0.4901538368125152,0.18092419603572085,0.5929337206323566,0.316959499596576,0.3929177581525147,0.03970992908581972
97045,0.5423958017792841,0.7890526132765318,0.023428898571654973,0.3111895870384649,0.8293230980863621,0.293019950145763,0.4977567520080769,0.09190788206955892
194306,0.8110756882434895,0.8024797399290008,0.4205621713886494,0.791074351953955,0.31935616675309403,0.575178208384847,0.3385901793697701,0.02323196484677537
365902,0.9475133828275034,0.16173951132004238,0.6416856638902976,0.733405664693979,0.33386153702655663,0.40796838163222093,0.8530468343746206,0.997585855648688
488064,0.22139524156599436,0.6133861881617919,0.8295635285507715,0.7634236235317979,0.19968111939868427,0.0971436256063759,0.7289896665603159,0.5189191689994211
612824,0.041976486348015214,0.38178526782898,0.8685316673315258,0.6290182441455205,0.6976808360044058,0.9857180170598384,0.9830497529940672,0.9918719147587819
633751,0.7951585351986705,0.060766697243078815,0.930374483959818,0.7737253060978441,0.03811236533827067,0.2413532612366196,0.8524501948094457,0.8471491480571547
672605,0.7987141188284479,0.11505912197264355,0.5067063064426588,0.7449580502104663,0.9766245371283202,0.04285170311482811,0.3318215848222854,0.6055707935169334
741099,-0.03201288692660382,0.4586126230258786,0.8684723805832272,0.5233415572016561,0.6118988535035937,0.406210122084645,0.5326914733562331,0.8363321520976417
887153,0.7350477796543524,0.9829673467500256,0.8122545027943324,0.4596275723683563,0.3285104043506222,0.3905566138340595,0.5648393048587487,0.5560831517266349
1087742,0.8791184114783442,0.9669227977089879,0.949464141916076,0.6364006491288672,0.8835330860003049,0.8658023221872311,0.4097504603955001,0.6204414137422231
27311,0.35536965329047776,0.41506463817777095,0.7483135480304485,0.9542732192349916,0.21001322317691484,0.8393482783512997,0.7021816999406109,0.9646778665327272
103725,0.5351336397256151,0.4944355966394184,0.17362340613934935,0.4914360816934034,0.7758258331278968,0.7905855294431327,0.5206480525231955,0.9457792863654301
194321,0.001489896363718879,0.9088765889041868,0.7424877684882749,0.4902912283053522,0.6302239042433799,0.17066922996949818,0.11345849365102967,0.5760456849920894
221663,0.2153474670790974,0.5886560487680854,0.5557899096591405,0.5886967534547135,-0.0078149330210471,0.20121665141156125,0.9712546623295082,0.08101848991312796
257912,0.0062392274947787865,0.5981417823141459,0.3761122437682376,0.5159587403717,0.6208257259959655,0.991927609235658,0.8951598334898943,0.7604949321372231
295438,0.4370296947768566,0.12272354645427508,0.13402071880186814,0.8880969151428343,0.18343098367403327,0.4286092082239236,0.8093954181129978,0.3024896637106652
435212,0.17279467226027034,0.16670718236094173,0.5613476433834951,0.018372687454950687,0.1951530885918633,0.936709860692939,0.7416211207534624,0.7742592317316793
854848,0.4556441383867578,0.2509369341394277,0.5401612103959809,0.8282749739705968,0.6215047442706433,0.7516194734897271,0.4129914590423602,0.08505116936017898
951687,0.9614618964982368,0.1782134246179703,0.1678151408698041,0.4009558894797295,0.6557027833880171,0.6695213439957902,0.5310023441088003,0.4464529347354768
1022583,0.3781410062822014,0.1433494899824734,0.4329728002945568,0.01482080414568816,0.9838478010932268,0.500308590580128,0.4071484916008533,0.4690480833904488
1103540,0.5569008461960537,0.4339390304274751,0.8802191706598704,0.2797280050879689,0.4933391217630759,0.7061298569709812,0.5145633334656801,0.2094355640993305
188280,0.2888948995580318,0.2808059959037096,0.6107979079865357,0.3088436623066945,0.8557079813657973,0.6125580105479832,0.40763384874378417,0.16862967304630205
222868,0.8160889790235996,0.34505976519864,0.023162790265542355,0.0781326623627826,0.6276723194408173,0.3705447225299029,0.6277807250402396,0.6863444338023453
559647,0.4921446890136314,0.8838630749541335,0.19828335986693527,0.15829696617755826,0.7325505762987579,0.5832148317126212,0.13582184050183402,0.17880634359631034
630177,0.01969061424293228,0.7770586471899229,0.947685521572814,0.4129793978897877,0.5310258369273648,0.4746937978530864,0.04487101414692496,0.9691949279194444
774075,0.8170017074837335,0.05130379228297965,0.5142724615708406,0.5187085217717903,0.974037937445764,0.4126987524481255,0.7844235610865565,0.4001638289930379
827237,0.6901939974535789,0.3798671455620348,0.22375116343705026,0.5042929602604425,0.5553869673914069,0.35809314082422194,0.1509375872727171,0.01233832077334418
970838,0.7370340783096424,0.19899678190525694,0.049652648492088586,0.935618382556022,0.10933080738951803,0.562200715830666,0.28814821953782305,0.4794016725746194
994854,0.7919464845135188,0.24397422785958497,0.3193638377813488,0.15234543174840753,0.3529050131915663,0.7579809442873604,0.03629525358998242,0.3775090334528396
1078471,0.2467787043593619,0.5557526084702757,0.5161817449565446,0.30205671875199674,0.38769358577059976,0.5825188644463751,0.4366989871422504,-0.11342818866404572
353131,0.5366244297396313,0.744327042772842,0.6453917618800993,0.5258199857145411,0.2679338248062117,0.15148116139399606,0.8536392889302826,0.9323710657511042
376719,0.6996933126624136,0.5834035497472436,0.2663644193357041,0.9919056225866992,0.4523059608978284,0.04185539704475405,0.9081107910135874,0.5692037382627716
407183,0.26375256961765736,0.7074323330252613,0.9306584471251942,0.5040716858240929,0.4342077896568546,0.5567652798362631,0.1967145400050161,0.07954108865604392
416858,0.9723507409894444,0.5916462384536831,0.979668084793193,0.593205450161955,0.2789690887065074,0.12946579514491086,0.4886012998302936,0.2796178618614505
730073,0.330935776096734,0.4008901101013338,0.8135071589490473,0.594463120883006,0.05809331733763379,0.9102443098471874,0.04125934136010345,0.8892291647577594
915591,0.2955908417729578,0.3239431694078386,0.5753881367445264,0.30086901339076,0.2953468352945512,0.5444757106677551,0.8798338406337813,0.31164142136166106
1058953,0.2572482900166685,0.4263543317983001,0.0039976736518128045,0.2169009772850196,0.15494582388986722,0.3178980771344825,0.12197634286910053,0.9514429488068396
1064621,0.6106256001951085,0.188740785367862,-0.0008021314457232312,0.6829405946746389,0.4093795061448724,0.4204237247173713,0.593932759208726,0.4345227800321756
1097522,0.37870601342828736,0.9987575891038516,0.8205410221910052,0.03089552168057597,0.8606697032178721,0.8618603646819074,0.6098395626100155,0.6340785878598997
78308,0.1618372342199449,0.06470829055982552,0.08501861647181286,0.7396962609515694,0.23798120057544006,0.13557358921505624,0.5576128196794815,0.12707038089238254
101215,0.2690008870907721,0.253293136286153,0.1516229211985231,0.4592784435431613,0.5431530703670264,0.22895882399651235,0.7267160877527885,0.0853916142460924
123967,0.8559469510515074,0.4734844784272676,0.23664480507565036,0.7845586781778437,0.3882791931816049,0.8034886266487157,0.3947490973758181,0.29022856862477464
124979,0.9557782425453748,0.1999464340768108,0.8696785572031374,0.44640400869518304,0.23123244439356594,0.06549349967488127,0.3917597027799081,0.2206514825288836
281171,0.6036631472599406,0.014459519903384475,0.15200051972739964,0.2091257684294437,0.3149177351265041,0.5300516953006794,0.4960355970614438,0.8151845344954118
439462,0.24687078349229266,0.7038709870663021,0.33245993877450675,0.4718006002431179,0.2625067703282528,0.026100189650470233,0.06134470759675659,0.9895899320552686
442084,0.44570133584928784,0.7907610231385995,0.5672637861811934,0.6669471615506861,0.7588229840397873,0.7659305367618612,0.04378870594342177,0.17681762278047364
479874,0.3490100182322272,0.08618443925812791,0.03351127513089636,0.01731097517326241,0.012353209357437887,0.21248210182115146,0.13389993764759256,0.229709964822186
500941,0.924618835700998,0.8633785190556607,0.7702602620697429,0.8789550150926709,0.138948470347093,0.21793678179317288,0.784293628898139,0.6222036963360412
646489,0.8020187889832397,0.2622229580743566,0.4036504135341853,0.15347050477942148,0.6994066473583127,0.7406246720681792,0.21572382250203453,0.4507875906828887
702847,0.09726252033136797,0.5440065750318472,0.13488820847674074,0.3830647278423309,0.12349607148487718,0.6659542776400205,0.7033803242697148,0.5624557385263407
817337,0.4703894688356355,0.16315412477155544,0.7090883615075851,0.8199892876272804,0.991057810860736,0.4739793856049873,0.5384787220531428,0.8315087690199335
53559,0.6775198251041192,0.7140463703121419,0.7654428088098143,0.7884018869127195,0.4599173844171006,0.26465470369045496,0.8840862302827831,0.3356413293370526
278888,0.3795865977341816,0.9081117855780428,0.4008328929601857,0.14318849656545565,0.2124115824257252,0.6619081243277528,0.3873218899377893,0.13126985413135295
321132,0.6457988618507962,0.6003153741312879,0.5945226572427476,0.4181635228962031,0.4153107641890317,0.5834695295570601,0.6475841233346163,0.469347829575877
394297,0.5168673451314453,0.09063577129169263,0.9186564933207916,0.2064704774404581,0.3786914249719701,0.7665499886174255,0.5740728587466749,0.42201944947069336
414413,0.5350010521052511,0.4670561113464156,0.8154784643201953,0.7854179402343795,0.08769606342524816,0.6213526883102385,0.4584109135578041,0.5146389251335081
520632,0.06792773901443132,0.6566394497196396,0.17249165581912745,0.2069749120394091,0.854209079173477,0.2459767242992193,0.8017309555472143,0.8414072673011946
591586,0.6178611052149411,0.09087063155955144,0.9197226274632276,0.7660919669674633,0.8371065209007715,0.8197773760696103,0.13027520920851965,0.9353452142257708
754577,0.388124772659378,0.7394495586939281,0.0946777931519056,0.857159568786751,0.5752422539620958,0.4766485971832006,0.7885815547906634,0.7187567617492929
850605,0.7110872240779065,0.9131364930402815,0.8264111344781908,0.6829992957346662,0.2729339932469079,0.4819910708092666,0.7699163425864829,0.2574975450581989
978811,0.4413145306778995,0.4563747622435471,0.9144605327689224,0.33680808578009397,0.12318057899090805,0.10274828829719007,0.9988570931622692,0.07159765974753153
